participant,item,size,contrast,slider.response,my_rs,total_residuals,unique_item_no,session,trials.thisN,condition_abs,half,literacy,age_textbox.text,gender_slider.response,dot_pitch,res_width,VT_perc_correct,VT_no_correct,difference
48,12,N,I,0.246296226,0.3975,92.82,48,﻿64be50156a9505b77d321f8e,29,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.151203774
48,23,N,N,0.762036901,0.595,81.13,89,﻿64be50156a9505b77d321f8e,30,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.16703690100000002
48,13,N,N,0.501851839,0.415454545,91.98,49,﻿64be50156a9505b77d321f8e,31,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.08639729399999996
48,27,N,N,0.774999954,0.666818182,75.05,105,﻿64be50156a9505b77d321f8e,32,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.10818177200000001
48,45,N,N,0.960185086,0.99,14.13,177,﻿64be50156a9505b77d321f8e,33,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.029814914000000026
48,34,I,I,0.400925872,0.7925,61.29,134,﻿64be50156a9505b77d321f8e,34,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.39157412799999997
48,21,N,N,0.452777744,0.559090909,83.77,81,﻿64be50156a9505b77d321f8e,35,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.10631316500000004
48,25,N,N,0.639814751,0.630909091,78.2,97,﻿64be50156a9505b77d321f8e,36,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.008905659999999926
48,3,N,I,0.46944441,0.235909091,97.87,12,﻿64be50156a9505b77d321f8e,37,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.233535319
48,37,I,N,0.640740655,0.846363636,53.4,147,﻿64be50156a9505b77d321f8e,38,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.20562298099999998
48,24,N,I,0.501851839,0.612954545,79.66,96,﻿64be50156a9505b77d321f8e,39,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.11110270600000005
48,13,I,N,0.266666641,0.415454545,91.98,51,﻿64be50156a9505b77d321f8e,40,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.14878790400000003
48,5,I,N,0.307407335,0.271818182,96.99,19,﻿64be50156a9505b77d321f8e,41,X,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.035589152999999984
48,43,N,I,0.747222177,0.954090909,30.04,172,﻿64be50156a9505b77d321f8e,42,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.206868732
48,7,N,N,0.495370313,0.307727273,96.03,25,﻿64be50156a9505b77d321f8e,43,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.18764303999999998
48,24,I,I,0.500925868,0.612954545,79.66,94,﻿64be50156a9505b77d321f8e,44,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.11202867699999997
48,30,N,N,0.68240732,0.720681818,69.76,117,﻿64be50156a9505b77d321f8e,45,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.038274497999999935
48,41,I,I,0.663888847,0.918181818,39.66,162,﻿64be50156a9505b77d321f8e,46,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.25429297100000003
48,20,I,I,0.210185116,0.541136364,85.04,78,﻿64be50156a9505b77d321f8e,47,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.330951248
48,11,I,N,0.213888865,0.379545455,93.55,43,﻿64be50156a9505b77d321f8e,48,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.16565658999999996
48,11,N,I,0.235185115,0.379545455,93.55,44,﻿64be50156a9505b77d321f8e,49,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.14436033999999998
48,26,N,N,0.695370305,0.648863636,76.62,101,﻿64be50156a9505b77d321f8e,50,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.046506669
48,8,N,I,0.251851781,0.325681818,95.52,32,﻿64be50156a9505b77d321f8e,51,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.07383003700000002
48,27,N,I,0.254629559,0.666818182,75.05,108,﻿64be50156a9505b77d321f8e,52,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.412188623
48,29,N,I,0.516666631,0.702727273,71.6,116,﻿64be50156a9505b77d321f8e,53,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.18606064200000005
48,19,N,N,0.456481425,0.523181818,86.21,73,﻿64be50156a9505b77d321f8e,54,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.06670039299999997
48,5,I,I,0.306481431,0.271818182,96.99,18,﻿64be50156a9505b77d321f8e,55,B,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.03466324900000001
48,18,N,N,0.651851765,0.505227273,87.36,69,﻿64be50156a9505b77d321f8e,56,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.14662449199999994
48,37,I,I,0.651851765,0.846363636,53.4,146,﻿64be50156a9505b77d321f8e,57,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.194511871
48,7,N,I,0.192592547,0.307727273,96.03,28,﻿64be50156a9505b77d321f8e,58,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.11513472600000002
48,17,I,N,0.179629596,0.487272727,88.33,67,﻿64be50156a9505b77d321f8e,59,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.307643131
48,44,I,N,0.801851759,0.972045455,23.65,175,﻿64be50156a9505b77d321f8e,60,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.1701936959999999
48,1,N,I,0.170370326,0.2,98.47,4,﻿64be50156a9505b77d321f8e,61,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.029629674000000022
48,24,I,N,0.522222186,0.612954545,79.66,95,﻿64be50156a9505b77d321f8e,62,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.09073235899999998
48,25,N,I,0.522222186,0.630909091,78.2,100,﻿64be50156a9505b77d321f8e,63,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.108686905
48,25,I,N,0.406481427,0.630909091,78.2,99,﻿64be50156a9505b77d321f8e,64,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.22442766400000003
48,35,I,I,0.549074059,0.810454545,58.87,138,﻿64be50156a9505b77d321f8e,65,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.2613804860000001
48,24,N,N,0.692592527,0.612954545,79.66,93,﻿64be50156a9505b77d321f8e,66,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.07963798199999994
48,43,I,I,0.789814678,0.954090909,30.04,170,﻿64be50156a9505b77d321f8e,67,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.164276231
48,7,I,I,0.249074004,0.307727273,96.03,26,﻿64be50156a9505b77d321f8e,68,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.058653269000000036
48,21,I,I,0.250925878,0.559090909,83.77,82,﻿64be50156a9505b77d321f8e,69,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.30816503100000003
48,8,I,I,0.250925878,0.325681818,95.52,30,﻿64be50156a9505b77d321f8e,70,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.07475594000000002
48,33,I,I,0.560185102,0.774545455,63.57,130,﻿64be50156a9505b77d321f8e,71,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.214360353
48,36,I,I,0.753703568,0.828409091,56.22,142,﻿64be50156a9505b77d321f8e,72,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.074705523
48,2,N,N,0.199074005,0.217954545,98.2,5,﻿64be50156a9505b77d321f8e,73,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.01888054
48,40,I,I,0.745370303,0.900227273,43.56,158,﻿64be50156a9505b77d321f8e,74,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.1548569700000001
48,25,I,I,0.366666637,0.630909091,78.2,98,﻿64be50156a9505b77d321f8e,75,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.264242454
48,28,N,I,0.706481415,0.684772727,73.36,112,﻿64be50156a9505b77d321f8e,76,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.02170868799999992
48,21,I,N,0.606481419,0.559090909,83.77,83,﻿64be50156a9505b77d321f8e,77,X,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.04739050999999994
48,44,N,I,0.813888841,0.972045455,23.65,176,﻿64be50156a9505b77d321f8e,78,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.15815661399999992
48,21,N,I,0.606481419,0.559090909,83.77,84,﻿64be50156a9505b77d321f8e,79,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.04739050999999994
48,12,N,N,0.361111081,0.3975,92.82,45,﻿64be50156a9505b77d321f8e,80,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.03638891900000002
48,14,N,N,0.335185179,0.433409091,91.2,53,﻿64be50156a9505b77d321f8e,81,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.09822391200000002
48,35,N,N,0.762036901,0.810454545,58.87,137,﻿64be50156a9505b77d321f8e,82,A,First,17,26,F,0.339725,1600,83.33333333333334,5,0.04841764400000004
48,12,I,I,0.301851779,0.3975,92.82,46,﻿64be50156a9505b77d321f8e,83,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.09564822100000003
48,9,N,N,0.397222191,0.343636364,94.9,33,﻿64be50156a9505b77d321f8e,84,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.053585826999999975
48,43,I,N,0.714814748,0.954090909,30.04,171,﻿64be50156a9505b77d321f8e,85,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.23927616100000004
48,15,I,I,0.222222198,0.451363636,90.29,58,﻿64be50156a9505b77d321f8e,86,B,First,17,26,F,0.339725,1600,83.33333333333334,5,0.229141438
48,1,N,N,0.210185116,0.2,98.47,1,﻿64be50156a9505b77d321f8e,88,A,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.010185115999999994
48,7,I,N,0.221296227,0.307727273,96.03,27,﻿64be50156a9505b77d321f8e,89,X,First,17,26,F,0.339725,1600,83.33333333333334,5,0.08643104600000001
48,13,N,I,0.242592545,0.415454545,91.98,52,﻿64be50156a9505b77d321f8e,90,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.17286200000000002
48,20,N,I,0.333333305,0.541136364,85.04,80,﻿64be50156a9505b77d321f8e,91,Y,First,17,26,F,0.339725,1600,83.33333333333334,5,0.20780305899999996
48,10,I,I,0.489814757,0.361590909,94.23,38,﻿64be50156a9505b77d321f8e,92,B,First,17,26,F,0.339725,1600,83.33333333333334,5,-0.12822384799999997
48,23,I,N,0.489814757,0.595,81.13,91,﻿64be50156a9505b77d321f8e,93,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.10518524299999998
48,14,I,I,0.250925878,0.433409091,91.2,54,﻿64be50156a9505b77d321f8e,94,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.18248321300000003
48,40,N,N,0.833333285,0.900227273,43.56,157,﻿64be50156a9505b77d321f8e,95,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.06689398800000002
48,4,I,N,0.237962893,0.253863636,97.45,15,﻿64be50156a9505b77d321f8e,96,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.015900742999999995
48,29,N,N,0.737962873,0.702727273,71.6,113,﻿64be50156a9505b77d321f8e,97,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.03523559999999992
48,39,I,I,0.654629543,0.882272727,47.19,154,﻿64be50156a9505b77d321f8e,98,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.22764318400000005
48,33,N,I,0.673148083,0.774545455,63.57,132,﻿64be50156a9505b77d321f8e,99,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.1013973720000001
48,42,N,I,0.803703566,0.936136364,35.25,168,﻿64be50156a9505b77d321f8e,100,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.13243279799999996
48,23,I,I,0.437036982,0.595,81.13,90,﻿64be50156a9505b77d321f8e,101,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.15796301799999996
48,36,I,N,0.699073986,0.828409091,56.22,143,﻿64be50156a9505b77d321f8e,102,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.129335105
48,36,N,I,0.686111068,0.828409091,56.22,144,﻿64be50156a9505b77d321f8e,103,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.14229802300000005
48,16,I,I,0.196296228,0.469318182,89.4,62,﻿64be50156a9505b77d321f8e,104,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.27302195399999996
48,20,I,N,0.503703646,0.541136364,85.04,79,﻿64be50156a9505b77d321f8e,105,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.03743271800000003
48,32,I,I,0.721296207,0.756590909,65.73,126,﻿64be50156a9505b77d321f8e,107,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.03529470200000007
48,28,N,N,0.779629538,0.684772727,73.36,109,﻿64be50156a9505b77d321f8e,108,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.09485681099999999
48,38,I,N,0.753703568,0.864318182,50.47,151,﻿64be50156a9505b77d321f8e,109,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.11061461399999994
48,28,I,N,0.637036974,0.684772727,73.36,111,﻿64be50156a9505b77d321f8e,110,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.04773575299999999
48,31,I,I,0.614814752,0.738636364,67.86,122,﻿64be50156a9505b77d321f8e,111,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.12382161199999997
48,13,I,I,0.257407337,0.415454545,91.98,50,﻿64be50156a9505b77d321f8e,112,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.158047208
48,26,I,I,0.539814755,0.648863636,76.62,102,﻿64be50156a9505b77d321f8e,113,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.10904888099999999
48,10,I,N,0.415740731,0.361590909,94.23,39,﻿64be50156a9505b77d321f8e,114,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.05414982199999996
48,22,I,I,0.511111075,0.577045455,82.45,86,﻿64be50156a9505b77d321f8e,115,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.06593438000000007
48,38,N,I,0.76574065,0.864318182,50.47,152,﻿64be50156a9505b77d321f8e,116,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.09857753199999997
48,9,N,I,0.363888859,0.343636364,94.9,36,﻿64be50156a9505b77d321f8e,117,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.02025249499999998
48,45,I,N,0.899073978,0.99,14.13,179,﻿64be50156a9505b77d321f8e,118,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.090926022
48,2,I,I,0.387036984,0.217954545,98.2,6,﻿64be50156a9505b77d321f8e,119,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.16908243899999997
48,19,I,N,0.49814809,0.523181818,86.21,75,﻿64be50156a9505b77d321f8e,120,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.025033727999999977
48,43,N,N,0.91759245,0.954090909,30.04,169,﻿64be50156a9505b77d321f8e,121,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.03649845900000004
48,26,N,I,0.509259201,0.648863636,76.62,104,﻿64be50156a9505b77d321f8e,122,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.13960443499999997
48,32,I,N,0.701851763,0.756590909,65.73,127,﻿64be50156a9505b77d321f8e,123,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.05473914600000007
48,39,I,N,0.692592527,0.882272727,47.19,155,﻿64be50156a9505b77d321f8e,124,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.18968020000000008
48,5,N,N,0.242592545,0.271818182,96.99,17,﻿64be50156a9505b77d321f8e,125,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.029225637000000027
48,31,I,N,0.619444404,0.738636364,67.86,123,﻿64be50156a9505b77d321f8e,126,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.11919195999999999
48,2,I,N,0.310185112,0.217954545,98.2,7,﻿64be50156a9505b77d321f8e,127,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.09223056699999999
48,17,N,I,0.26574067,0.487272727,88.33,68,﻿64be50156a9505b77d321f8e,128,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.221532057
48,6,N,I,0.26574067,0.289772727,96.58,24,﻿64be50156a9505b77d321f8e,129,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.024032056999999996
48,34,N,I,0.656481417,0.7925,61.29,136,﻿64be50156a9505b77d321f8e,130,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.13601858300000003
48,44,I,I,0.694444401,0.972045455,23.65,174,﻿64be50156a9505b77d321f8e,131,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.2776010539999999
48,22,N,N,0.673148083,0.577045455,82.45,85,﻿64be50156a9505b77d321f8e,132,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.09610262799999991
48,41,N,N,0.787962871,0.918181818,39.66,161,﻿64be50156a9505b77d321f8e,133,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.13021894700000003
48,26,I,N,0.500925868,0.648863636,76.62,103,﻿64be50156a9505b77d321f8e,134,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.14793776799999991
48,17,I,I,0.504629617,0.487272727,88.33,66,﻿64be50156a9505b77d321f8e,135,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.017356889999999958
48,3,I,N,0.42222219,0.235909091,97.87,11,﻿64be50156a9505b77d321f8e,136,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.186313099
48,22,N,I,0.418518509,0.577045455,82.45,88,﻿64be50156a9505b77d321f8e,137,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.15852694600000006
48,15,I,N,0.391666636,0.451363636,90.29,59,﻿64be50156a9505b77d321f8e,138,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.059697
48,30,I,N,0.625925863,0.720681818,69.76,119,﻿64be50156a9505b77d321f8e,139,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.094755955
48,11,I,I,0.349074067,0.379545455,93.55,42,﻿64be50156a9505b77d321f8e,140,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.030471387999999988
48,27,I,I,0.497222187,0.666818182,75.05,106,﻿64be50156a9505b77d321f8e,141,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.169595995
48,4,N,N,0.25555553,0.253863636,97.45,13,﻿64be50156a9505b77d321f8e,142,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.0016918939999999716
48,3,I,I,0.232407338,0.235909091,97.87,10,﻿64be50156a9505b77d321f8e,143,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.0035017529999999963
48,20,N,N,0.649999959,0.541136364,85.04,77,﻿64be50156a9505b77d321f8e,144,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.10886359499999998
48,38,N,N,0.795370233,0.864318182,50.47,149,﻿64be50156a9505b77d321f8e,145,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.06894794900000001
48,18,I,N,0.20833331,0.505227273,87.36,71,﻿64be50156a9505b77d321f8e,146,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.29689396300000004
48,37,N,I,0.743518428,0.846363636,53.4,148,﻿64be50156a9505b77d321f8e,148,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.10284520799999997
48,45,I,I,0.897222171,0.99,14.13,178,﻿64be50156a9505b77d321f8e,149,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.09277782899999998
48,42,I,I,0.733333289,0.936136364,35.25,166,﻿64be50156a9505b77d321f8e,150,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.20280307499999994
48,2,N,I,0.256481433,0.217954545,98.2,8,﻿64be50156a9505b77d321f8e,151,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.03852688799999998
48,33,N,N,0.769444398,0.774545455,63.57,129,﻿64be50156a9505b77d321f8e,152,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.0051010570000000754
48,18,N,I,0.341666638,0.505227273,87.36,72,﻿64be50156a9505b77d321f8e,153,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.163560635
48,40,N,I,0.650925862,0.900227273,43.56,160,﻿64be50156a9505b77d321f8e,154,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.24930141100000003
48,16,N,N,0.49814809,0.469318182,89.4,61,﻿64be50156a9505b77d321f8e,155,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.028829908000000015
48,15,N,N,0.432407397,0.451363636,90.29,57,﻿64be50156a9505b77d321f8e,156,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.018956238999999986
48,32,N,N,0.705555512,0.756590909,65.73,125,﻿64be50156a9505b77d321f8e,157,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.05103539700000004
48,6,N,N,0.330555527,0.289772727,96.58,21,﻿64be50156a9505b77d321f8e,158,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.04078280000000001
48,32,N,I,0.609259197,0.756590909,65.73,128,﻿64be50156a9505b77d321f8e,159,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.14733171200000006
48,9,I,N,0.254629559,0.343636364,94.9,35,﻿64be50156a9505b77d321f8e,160,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.08900680500000002
48,19,I,I,0.260185114,0.523181818,86.21,74,﻿64be50156a9505b77d321f8e,161,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.26299670399999997
48,38,I,I,0.687962875,0.864318182,50.47,150,﻿64be50156a9505b77d321f8e,162,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.17635530700000002
48,8,N,N,0.354629623,0.325681818,95.52,29,﻿64be50156a9505b77d321f8e,163,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.028947804999999993
48,1,I,I,0.19351845,0.2,98.47,2,﻿64be50156a9505b77d321f8e,164,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.006481550000000003
48,18,I,I,0.288888862,0.505227273,87.36,70,﻿64be50156a9505b77d321f8e,166,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.216338411
48,6,I,I,0.181481436,0.289772727,96.58,22,﻿64be50156a9505b77d321f8e,167,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.10829129100000001
48,16,I,N,0.260185114,0.469318182,89.4,63,﻿64be50156a9505b77d321f8e,168,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.20913306799999998
48,4,N,I,0.323148097,0.253863636,97.45,16,﻿64be50156a9505b77d321f8e,169,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.06928446100000002
48,10,N,N,0.377777747,0.361590909,94.23,37,﻿64be50156a9505b77d321f8e,170,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.01618683799999998
48,42,I,N,0.695370305,0.936136364,35.25,167,﻿64be50156a9505b77d321f8e,171,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.24076605900000003
48,28,I,I,0.528703645,0.684772727,73.36,110,﻿64be50156a9505b77d321f8e,172,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.15606908200000003
48,23,N,I,0.593518434,0.595,81.13,92,﻿64be50156a9505b77d321f8e,173,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.0014815659999999342
48,44,N,N,0.963888835,0.972045455,23.65,173,﻿64be50156a9505b77d321f8e,174,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.008156619999999948
48,29,I,N,0.632407322,0.702727273,71.6,115,﻿64be50156a9505b77d321f8e,175,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.07031995099999999
48,4,I,I,0.358333304,0.253863636,97.45,14,﻿64be50156a9505b77d321f8e,176,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.10446966800000002
48,31,N,I,0.68240732,0.738636364,67.86,124,﻿64be50156a9505b77d321f8e,177,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.05622904399999995
48,19,N,I,0.631481418,0.523181818,86.21,76,﻿64be50156a9505b77d321f8e,178,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,-0.10829960000000005
48,39,N,N,0.775925789,0.882272727,47.19,153,﻿64be50156a9505b77d321f8e,179,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.10634693800000006
48,34,N,N,0.766666621,0.7925,61.29,133,﻿64be50156a9505b77d321f8e,180,A,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.025833378999999934
48,35,N,I,0.666666625,0.810454545,58.87,140,﻿64be50156a9505b77d321f8e,181,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.14378792000000007
48,30,I,I,0.424074064,0.720681818,69.76,118,﻿64be50156a9505b77d321f8e,182,B,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.296607754
48,33,I,N,0.639814751,0.774545455,63.57,131,﻿64be50156a9505b77d321f8e,183,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.1347307040000001
48,45,N,I,0.809259121,0.99,14.13,180,﻿64be50156a9505b77d321f8e,184,Y,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.18074087900000002
48,40,I,N,0.640740655,0.900227273,43.56,159,﻿64be50156a9505b77d321f8e,185,X,Second,17,26,F,0.339725,1600,83.33333333333334,5,0.25948661800000006
140,24,N,I,0.513888889,0.612954545,79.66,96,﻿64be4f481064b7d7e38ad1b2,0,Y,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.09906565600000006
140,30,N,N,0.955555527,0.720681818,69.76,117,﻿64be4f481064b7d7e38ad1b2,1,A,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,-0.23487370900000004
140,32,N,N,0.966666751,0.756590909,65.73,125,﻿64be4f481064b7d7e38ad1b2,2,A,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,-0.21007584199999996
140,18,I,I,0.215740769,0.505227273,87.36,70,﻿64be4f481064b7d7e38ad1b2,3,B,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.28948650400000003
140,2,I,I,0.130555577,0.217954545,98.2,6,﻿64be4f481064b7d7e38ad1b2,4,B,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.087398968
140,19,I,N,0.473148134,0.523181818,86.21,75,﻿64be4f481064b7d7e38ad1b2,5,X,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.05003368399999997
140,43,I,I,0.920370455,0.954090909,30.04,170,﻿64be4f481064b7d7e38ad1b2,6,B,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.03372045400000001
140,5,I,N,0.051851873,0.271818182,96.99,19,﻿64be4f481064b7d7e38ad1b2,7,X,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.21996630900000003
140,35,N,N,0.979629658,0.810454545,58.87,137,﻿64be4f481064b7d7e38ad1b2,8,A,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,-0.169175113
140,12,N,I,0.074074074,0.3975,92.82,48,﻿64be4f481064b7d7e38ad1b2,9,Y,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.32342592600000003
140,11,I,N,0.050000014,0.379545455,93.55,43,﻿64be4f481064b7d7e38ad1b2,10,X,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.329545441
140,11,I,I,0.039814808,0.379545455,93.55,42,﻿64be4f481064b7d7e38ad1b2,11,B,First,23,24,F,0.31915364583333333,1536,66.66666666666666,4,0.339730647
